Project,Disection Date,Name,Fish Species,Fish ID,Stomach ID ,Site,Collection Date,Prey Common Name,Prey Wet Weight (g),Prey,# Prey ,Prey Conditions (1-5),Notes
BOEM,45700,Cole,Atlantic Croaker,CRO080,CRO080gc2,WI1,45605,biomatter,0.8,crustacean,1,3,
BOEM,45700,Cole,Atlantic Croaker,CRO081,CRO081gc1,WI1,45604,mush,<0.1,biomatter,-,1,
BOEM,45700,Cole,Atlantic Croaker,CRO081,CRO081gc2,WI1,45604,mush,<0.1,veg_biomatter,-,2,no pic 
BOEM,45700,Cole,Atlantic Croaker,CRO081,CRO081gc3,WI1,45604,mush,<0.1,detritus,-,,
BOEM,45700,Dannette,Atlantic Croaker,CRO082,CRO082gc,WI1,45604,crab claw,<0.1,crustacean ,-,3,"found in intestine, so not the stomach???? "
BOEM,45700,Lindsey,Atlantic Croaker,CRO083,CRO083gc,WI1,45604,mush,0.5,unidentifiable mush ,-,1,
BOEM,45700,Dannette,Atlantic Croaker,CRO084,CRO084gc,WI1,45604,mush,0.4,unidentifiable mush ,-,1,
BOEM,45700,Dannette,Atlantic Croaker,CRO086,CRO086gc1,EO2,45434,crab,0.4,crustacean,-,2,
BOEM,45700,Dannette,Atlantic Croaker,CRO086,CRO086gc2,EO2,45434,shell,<0.1,mollusca,-,,
BOEM,45700,Dannette,Atlantic Croaker,CRO088,CRO088gc,EO2,45434,polychaete,0.3,polychaete,1,4,
BOEM,45700,Cole,Lizardfish,LIZ001,LIZ001gc,EO2,45434,crustacean,0.2,,-,2,
BOEM,45700,Cole,Lizardfish,LIZ002,LIZ002gc,EO2,45434,anchovy,6.4,striped anchovy,1,3,
BOEM,45701,Cole,Striped Anchovy,STA109,STA110gcg,EI2,45434,mush,0.1,unidentifiable mush ,-,1,
BOEM,45701,Cole,Moonfish,MOF039,MOF039gc,EI2,45434,shrimp larvae,0.2,biomatter,-,2,
BOEM,45701,Cole,Moonfish,MOF040,MOF040gc1,EI2,45434,biomatter,1, biomatter,-,1,
BOEM,45701,Cole,Moonfish,MOF040,MOF040gc2,EI2,45434,shrimp,0.1,crustacean,2,2,
BOEM,45701,Cole,Moonfish,MOF041,MOF041gc1,EI2,45434,biomatter,0.3,biomatter,-,2,
BOEM,45701,Cole,Moonfish,MOF041,MOF041gc2,EI2,45434,shrimp larvae,0.1,crustacean,,,
BOEM,40956,Cole,Weakfish,WEF001,WEF001gc,WO2,45435,biomatterand polychate,1.1,biomatter,-,2,Dr. Posey approved
BOEM,40956,Cole,Weakfish,WEF002,WEF002gc,WO2,45435,biomatter,0.4,biomatter,-,2,
BOEM,40956,Dannette,Weakfish,WEF005,WEF005gc,WO2,45435,mush,0.8,unidentifiable mush ,-,1,
BOEM,40956,Dannette,Weakfish,WEF009,WEF009gc,WO2,45435,fish spine or biomatter,<0.1,biomatter,-,3,
BOEM,40956,Dannette,Thread Herring,THH061,THH061gc,WO2,45604,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45707,EG,Lizardfish,LIZ003,LIZ003gc,WI3,45604,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45707,EG,Lizardfish,LIZ004,LIZ004gc,EI3,45597,mush,0.3,unidentifiable mush ,-,1,
BOEM,45707,EG,Lizardfish,LIZ005,LIZ005gc,WO1,45435,fish,6.4,unidentifiable fish? ,1,4,
BOEM,45707,EG,Lizardfish,LIZ006,LIZ006gc,WO1,45517,mush,<0.1,unidentifiable mush ,-,1,vegitation?
BOEM,45707,Cole,Lizardfish,LIZ007,LIZ007gc,WI2,45435,shrimp,0.4,crustacean based biomatter,-,2,
BOEM,45707,Dannette,Lizardfish,LIZ020,LIZ020gc,WO3,45604,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45707,Lindsey,Lizardfish,LIZ009,LIZ009gc,WO3,45604,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45707,Dannette,Lizardfish,LIZ013,LIZ013gc,WO3,45604,shrimp,0.3,crustacean,1,4,
BOEM,45707,Lindsey,Lizardfish,LIZ012,LIZ012gc,WO3,45604,larvae,<0.1,biomatter,-,1,
BOEM,45707,Lindsey,Lizardfish,LIZ015,LIZ015gc,WO3,45604,anchovy,5.1,biomatter,3,3,
BOEM,45707,Lindsey,Lizardfish,LIZ017,LIZ017gc,WO3,45604,anchovy,0.1,anchovy ,1,4,
BOEM,45712,Cole,Lizardfish,LIZ018,LIZ018gc,WI3,45435,shrimp,0.9,crustacean ,-,4,
BOEM,45712,Sam,Pigfish,PIG001,PIG001,EO3,45434,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45712,Sam,Pigfish,PIG002,PIG002,EI1,45434,mush,0.6,unidentifiable mush ,-,2,
BOEM,45712,Cole,Moonfish,MOF045,MOF045gc,EO3,45434,shrimp larvae,0.3,biomatter,-,1,
BOEM,45713,Cole,Pigfish,PIG005,PIG005gc,WI2,45517,mush,0.6,unidentifiable mush ,-,1,
BOEM,45713,Cole,Pigfish,PIG006,PIG006gc,WI2,45517,mollusk?,0.1,biomatter,-,2,
BOEM,45713,Cole,Pigfish,PIG007,PIG007gc,WO1,45517,mush,0.2,unidentifiable mush ,-,1,
BOEM,45720,Sam,Pigfish,PIG008,PIG008gc,WO3,45604,squid,2,squid (mollusca),1,4,
BOEM,45720,Tiana,Spot,SPO067,SPO067gc,WO3,45348,mush,<0.1,unidentifiable mush ,0,1,
BOEM,45722,Sam,Atlantic Croaker,CRO090,CRO090gc,EI2,45338,shell/ biomatter,0.2,mollusca,1,1,
BOEM,45722,Cole,Moonfish,MOF048,MOF048gc,EI1,45338,shrimp larvae,<0.1,biomatter,-,2,
BOEM,45726,Cole,Thread Herring,THH063,THH063gc,WO1,45348,mush,0.1,unidentifiable mush ,-,1,
BOEM,45726,Cole,Pinfish,PIN123,PIN123gc,WO2,45348,unknown,0.1,biomatter,1,2, crustacean?
BOEM,45726,Cole,Pinfish,PIN124,PIN124g1,WO2,45348,clam,<0.1,mollusc,1,3,
BOEM,45726,Cole,Pinfish,PIN124,PIN124g2,WO2,45348,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45726,Cole,Pinfish,PIN126,PIN126gc,WO2,45348,unknown,0.2,biomatter,-,2,
BOEM,46107,Cole,Pinfish,PIN127,PIN127gc,WI1,45348,mush,0.2,unidentifiable mush ,-,1,
BOEM,46107,Cole,Pinfish,PIN128,PIN128c,WI1,45348,mush,<0.1,biomatter,-,2,
BOEM,46107,Cole,Pinfish,PIN129,PIN129gc,WI1,45348,mush,<0.1,unidentifiable mush ,-,1,
BOEM,46107,Dannette,Pinfish,PIN131,PIN131gc,WI1,45348,shrimp larvae,<0.1,biomatter,-,1,
BOEM,46107,Lindsey,Pinfish,PIN133,PIN133gc,WI1,45348,larva,<0.1,biomatter,-,1,
BOEM,46107,Lindsey,Pinfish,PIN135,PIN135gc,WI1,45348,mush,<0.1,unidentifiable mush ,-,1,
BOEM,46107,Dannette,Pigfish,PIG010,PIG010gc,WO1,45604,mush,0.2,unidentifiable mush ,-,1,
BOEM,46107,Lindsey,Pigfish,PIG009,PIG009gc,WO1,45604,mush,0.3,unidentifiable mush ,-,1,
BOEM,46107,Dannette,Pigfish,PIG011,PIG011g1,WO1,45604,mush,0.5,biomatter,-,1,
BOEM,46107,Dannette,Pigfish,PIG011,PIG011g2,WO1,45604,shrimp,0.3,crustacean,1,5,
BOEM,46107,Lindsey,Pigfish,PIG012,PIG012gc,WO1,45604,mush,0.8,unidentifiable mush ,-,1,
BOEM,45744,Cole,Pinfish,PIN146,PIN146gc,EI2,45338,mush,0.1,unidentifiable mush ,-,1,
BOEM,45744,Cole,Pinfish,PIN150,PIN150gc,EI2,45338,biomatter,<0.1,biomatter,-,1,"larvae mush, eggs of some sort? "
BOEM,45747,Cole,Striped Anchovy,STA109,STA109gc,WO3,45348,mush,0.2,unidentifiable mush ,-,1,
BOEM,45747,Cole,Striped Anchovy,STA110,STA110gc,WO3,45348,mush,0.1,unidentifiable mush ,-,1,
BOEM,45747,Cole,Striped Anchovy,STA111,STA111gc,EI2,45338,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45747,Cole,Striped Anchovy,STA113,STA113gc,EI2,45338,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45747,Cole,Striped Anchovy,STA118,STA118gc,EI2,45338,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45747,Cole,Striped Anchovy,STA120,STA120gc,EI2,45338,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45747,Cole,Striped Anchovy,STA122,STA122gc,EI2,45338,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45747,Dannette,Striped Anchovy,STA115,STA115gc,EI2,45338,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45747,Dannette,Striped Anchovy,STA123,STA123gc,EI2,45338,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45749,Dannette,Striped Anchovy,STA124,STA124gc,EI1,45338,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45749,Lindsey,Striped Anchovy,STA125,STA125gc,EI1,45338,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45749,Lindsey,Striped Anchovy,STA127,STA127gc,EI1,45338,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45749,Lindsey,Striped Anchovy,STA130,STA130gc,EI1,45338,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45749,Lindsey,Striped Anchovy,STA132,STA132gc,EI1,45338,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45749,Dannette,Striped Anchovy,STA131,STA131gc,EI1,45338,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45749,Dannette,Striped Anchovy,STA133,STA133gc,EI1,45338,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45750,Cole,Striped Anchovy,STA134,STA134gc,WO2,45348,mush,0.1,unidentifiable mush ,-,1,
BOEM,45750,Cole,Striped Anchovy,STA135,STA135gc,WO2,45348,mush,0.1,unidentifiable mush ,-,1,
BOEM,45750,Cole,Striped Anchovy,STA136,STA136gc,WO2,45348,mush,0.1,unidentifiable mush ,-,1,
BOEM,45750,Cole,Striped Anchovy,STA137,STA137gc,WO2,45348,mush,0.1,unidentifiable mush ,-,1,
BOEM,45750,Cole,Striped Anchovy,STA138,STA138gc,WO2,45348,mush,0.2,unidentifiable mush ,-,1,
BOEM,45750,Cole,Striped Anchovy,STA139,STA139gc,WO2,45348,mush,0.2,unidentifiable mush ,-,1,
BOEM,45754,Cole,Striped Anchovy,STA140,STA140gc,WO2,45348,mush,0.2,unidentifiable mush ,-,1,
BOEM,45754,Cole,Striped Anchovy,STA141,STA141gc,WO2,45348,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45754,Cole,Striped Anchovy,STA142,STA142gc,WO2,45348,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45754,Cole,Striped Anchovy,STA143,STA143gc,WO2,45348,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45754,Dannette,Striped Anchovy,STA144,STA144gc,WO1,45348,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45754,Dannette,Striped Anchovy,STA145,STA145gc,WO1,45348,mush,0.1,unidentifiable mush ,-,1,
BOEM,45754,Cole,Striped Anchovy,STA146,STA146gc,WO1,45348,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45754,Dannette,Striped Anchovy,STA147,STA147gc,WO1,45348,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45754,Dannette,Striped Anchovy,STA148,STA148gc,WO1,45348,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45756,Cole,Striped Anchovy,STA150,STA150gc,WO1,45348,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45756,Dannette,Striped Anchovy,STA151,STA151gc,WO1,45348,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45756,Lindsey,Striped Anchovy,STA152,STA152gc,WO1,45348,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45756,Dannette,Striped Anchovy,STA153,STA153gc,WO1,45348,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45756,Dannette,Atlantic Croaker,CRO091,CRO091gc1,WO3,45224,unknown,1.2,veg_biomatter,1,5,Algae posey confirmed 
BOEM,45756,Dannette,Atlantic Croaker,CRO091,CRO091gc2,WO3,45224,mush,0.3,biomatter,-,1,
BOEM,45756,Dannette,Atlantic Croaker,CRO091,CRO091gc3,WO3,45224,mush,<0.1,detritus,-,1,
BOEM,45756,Dannette,Atlantic Croaker,CRO093,CRO093gc1,WO3,45224,mush,<0.1,biomatter,-,1,
BOEM,45756,Dannette,Atlantic Croaker,CRO093,CRO093gc2,WO3,45224,mush,<0.1,polychaete,1,,
BOEM,45756,Dannette,Atlantic Croaker,CRO093,CRO093gc3,WO3,45224,mush,<0.1,crustacean,-,,
BOEM,45756,Dannette,Atlantic Croaker,CRO093,CRO093gc4,WO3,45224,mush,<0.1,detritus,,,
BOEM,45756,Lindsey,Atlantic Bumper,ATB026,ATB026gc,EO3,45224,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45761,Cole,Thread Herring,THH064,THH064gc,EO3,45224,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45761,Cole,Thread Herring,THH065,THH065gc,EO3,45224,mush,0.1,unidentifiable mush ,-,1,
BOEM,45761,Cole,Thread Herring,THH066,THH066gc,EO3,45224,mush,0.1,unidentifiable mush ,-,1,
BOEM,45761,Dannette,Thread Herring,THH067,THH067gc,EO3,45224,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45761,Dannette,Thread Herring,THH068,THH068gc,EO3,45224,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45761,Dannette,Thread Herring,THH069,THH069gc,EO3,45224,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45761,Dannette,Thread Herring,THH070,THH070gc,EO3,45224,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45761,Cole,Thread Herring,THH071,THH071gc,EO3,45224,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45761,Dannette,Thread Herring,THH073,THH073gc,EO3,45224,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45761,Cole,Weakfish,WEF024,WEF024gc,EO3,45224,anchovy,9.6,striped anchovy,4,3,"large and heads degraded, id by body "
BOEM,45763,Cole,Moonfish,MOF054,MOF054gc,EO3,45224,biomatter,0.4,biomatter,1,2,fish?
BOEM,45763,Lindsey,Moonfish,MOF055,MOF055gc,EO3,45224,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45763,Lindsey,Moonfish,MOF057,MOF057gc,EO3,45224,biomatter,1.3,biomatter,1,3,fish?
BOEM,45763,Lindsey,Moonfish,MOF059,MOF059gc,EO3,45224,biomatter,0.2,biomatter,1,2,"fish? tbh this might just be mush, pic isnt good "
BOEM,45763,Lindsey,Moonfish,MOF060,MOF060gc,EO3,45224,mush,0.1,unidentifiable mush ,-,1,
BOEM,45764,Sam,Striped Anchovy,STA157,STA157gc,EO3,45224,zooplankton,0.2,biomatter,-,2,
BOEM,45764,Sam,Striped Anchovy,STA160,STA160gc,EO3,45224,zooplankton,0.1,biomatter,-,1,
BOEM,45770,Lindsey,Striped Anchovy,STA161,STA161gc,EO3,45224,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45770,Dannette,Striped Anchovy,STA162,STA162gc,EO3,45224,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45770,Dannette,Striped Anchovy,STA163,STA163gc,EO3,45224,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45770,Lindsey,Striped Anchovy,STA164,STA164gc,EO3,45224,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45770,Dannette,Striped Anchovy,STA165,STA165gc,EO3,45224,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45770,Lindsey,Pinfish,PIN151,PIN151gc,EO3,45224,mush,0.2,unidentifiable mush ,-,1,
BOEM,45770,Lindsey,Pinfish,PIN152,PIn152gc,EO3,45224,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45775,Cole,Pinfish,PIN154,PIN154gc,EO3,45224,mush,0.2,unidentifiable mush ,-,1,
BOEM,45775,Cole,Pinfish,PIN155,PIN155gc,EO3,45224,biomatter,0.3,biomatter,-,1,"fish?,"
BOEM,45775,Dannette,Pinfish,PIN157,PIN157gc,EO3,45224,biomatter,0.2,biomatter,-,1,fissh?
BOEM,45775,Dannette,Pinfish,PIN158,PIN158gc,EO3,45224,biomatter,0.1,biomatter,-,1,fish? 
BOEM,45775,Dannette,Pinfish,PIN159,PIN159gc,EO3,45224,biomatter,0.2,biomatter,-,1,fish? 
BOEM,45775,Dannette,Pinfish,PIN160,PIN160gc1,EO3,45224,mush,0.4,veg_biomatter,-,1,vegitation 
BOEM,45775,Dannette,Pinfish,PIN160,PIN160gc2,EO3,45224,mush,<0.1,molusca,3,,
BOEM,45775,Dannette,Pinfish,PIN160,PIN160gc3,EO3,45224,mush,<0.1,crustacean,3,,
BOEM,45775,Dannette,Pinfish,PIN160,PIN160gc4,EO3,45224,mush,<0.1,polychaete,1,,
BOEM,45775,Dannette,Pinfish,PIN161,PIN161gc,EO3,45224,mush,0.2,unidentifiable mush ,-,1,
BOEM,45779,Cole,Spot,SPO083,SPO083gc,EO3,45224,hard detritus/biomatter?,<0.1,biomatter,-,2,
BOEM,45779,Cole,Spot,SPO086,SPO086gc,EO3,45224,detritus,<0.1,detritus ,-,1,
BOEM,45779,Sam,Spot,SPO087,SPO087gc,EO3,45224,biomatter?,<0.1,biomatter,?,1,
BOEM,45779,Cole,Spot,SPO088,SPO088gc,EO3,45224,clam,<0.1,mollusca,1,3,
BOEM,45779,Cole,Spot,SPO089,SPO089gc,EO3,45224,shrimp/biomatter,<0.1,biomatter,1,3,
BOEM,45789,Dannette,Atlantic Bumper,ATB027,ATB027gc,EI3,45224,larvae,0.6,crustacean ,-,3,
BOEM,45789,Dannette,Atlantic Bumper,ATB028,ATB028gc,EI3,45224,biomatter,0.5,biomatter,-,2,
BOEM,45789,Cole,Atlantic Bumper,ATB029,ATB029gc,EI3,45224,shrimp larvae,0.4,crustacean ,-,3,
BOEM,45789,Dannette,Atlantic Bumper,ATB030,ATB030gc,EI3,45224,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45789,Dannette,Atlantic Bumper,ATB031,ATB031gc,EI3,45224,larvae,0.2,biomatter,-,2,
BOEM,45789,Dannette,Thread Herring,THH074,THH074gc,EI3,45224,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45789,Dannette,Thread Herring,THH075,THH075gc,EI3,45224,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45789,Cole,Thread Herring,THH076,THH076gc,EI3,45224,mush,0.2,unidentifiable mush ,-,1,
BOEM,45789,Dannette,Thread Herring,THH077,THH077gc,EI3,45224,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45789,Cole,Thread Herring,THH078,THH078gc,EI3,45224,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45789,Dannette,Thread Herring,THH079,THH079gc,EI3,45224,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45789,Cole,Thread Herring,THH080,THH080gc,EI3,45224,mush,0.1,unidentifiable mush ,-,1,
BOEM,45789,Dannette,Thread Herring,THH081,THH081gc,EI3,45224,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45789,Dannette,Thread Herring,THH082,THH082gc,EI3,45224,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45789,Cole,Thread Herring,THH083,THH083gc,EI3,45224,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45789,Dannette,Moonfish,MOF061,MOF061gc,EI3,45224,larvae,0.1,unidentifiable mush ,-,3,
BOEM,45789,Dannette,Moonfish,MOF063,MOF063gc,EI3,45224,mush,<0.1,unidentifiable mush ,-,2,
BOEM,45789,Cole,Moonfish,MOF064,MOF064gc,EI3,45224,shrimp larvae,0.2,crustacean ,-,3,
BOEM,45790,Dannette,Striped Anchovy,STA168,STA168gc,EI3,45224,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45790,Cole,Pinfish,PIN162,PIN162gc1,EI3,45224,biomatter,0.9,biomatter,-,4,
BOEM,45790,Dannette,Striped Anchovy,STA170,STA170gc,EI3,45224,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45790,Cole,Pinfish,PIN162,PIN162gc2,EI3,45224,crustacean,<0.1,crustacean ,-,2,
BOEM,45790,Dannette,Striped Anchovy,STA174,STA174gc,EI3,45224,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45790,Cole,Striped Anchovy,STA175,STA175gc,EI3,45224,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45790,Dannette,Atlantic Bumper,ATB032,ATB032gc,EI2,45224,mush,0.1,unidentifiable mush ,-,1,
BOEM,45790,Cole,Atlantic Bumper,ATB033,ATB033gc,EI2,45224,larvae?,0.2,biomatter,-,2,
BOEM,45790,Dannette,Atlantic Bumper,ATB034,ATB034gc,EI2,45224,mush,0.1,unidentifiable mush ,-,1,
BOEM,45790,Cole,Atlantic Bumper,ATB035,ATB035gc,EI2,45224,mush,0.2,unidentifiable mush ,-,1,
BOEM,45790,Dannette,Atlantic Bumper,ATB036,ATB036gc,EI2,45224,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45791,Cole,Atlantic Bumper,ATB037,ATB037gc,EI2,45224,mush,0.1,unidentifiable mush ,-,1,
BOEM,45791,Cole,Atlantic Bumper,ATB039,ATB039gc,EI2,45224,mush,0.2,unidentifiable mush ,-,1,
BOEM,45791,Cole,Atlantic Bumper,ATB040,ATB040gc,EI2,45224,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45791,Cole,Atlantic Bumper,ATB041,ATB041gc,EI2,45224,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45792,Dannette,Thread Herring,THH084,THH084gc,EI2,45224,mush,0.1,unidentifiable mush ,-,1,
BOEM,45792,Dannette,Thread Herring,THH085,THH085gc,EI2,45224,mush,0.1,unidentifiable mush ,-,1,
BOEM,45792,Dannette,Thread Herring,THH086,THH086gc,EO2,45224,mush,0.3,unidentifiable mush ,-,1,
BOEM,45796,Cole,Spot,SPO096,SPO096gc,EO2,45224,sediment,<0.1,detritus ,-,1,
BOEM,45796,Cole,Spot,SPO097,SPO097gc,EO2,45224,sediment,<0.1,detritus ,-,1,
BOEM,45798,Cole,Atlantic Croaker,CRO095,CRO095gc,EO2,45224,Shrimp?,<0.1,biomatter,1,2,
BOEM,45798,Dannette,Atlantic Croaker,CRO096,CRO096gc,EO2,45224,biomatter,<0.1,biomatter,-,1,
BOEM,45798,Dannette,Atlantic Croaker,CRO098,CRO098gc,EO2,45224,worm,0.1,polychaete ,1,3,
BOEM,45799,Sam,Pinfish,PIN163,PIN163gc,EO2,45224,mush/veg?,0.3,biomatter,8,1,legs or veg? 
BOEM,45800,Cheyenne,Pinfish,PIN164,PIN164gc,EO2,45224,mush/veg?,0.1,biomatter,17,1,legs or veg?
BOEM,45801,Sam,Pinfish,PIN165,PIN165gc,EO2,45224,shrimp,<0.1,biomatter,6,2,
BOEM,45801,Sam,Pinfish,PIN165,PIN165gc,EO3,45224,shrimp,<0.1,crustacean,-,,
BOEM,45802,Cheyenne,Pinfish,PIN166,PIN166gc,EO2,45224,mush/veg?,0.2,biomatter,12,1,legs or veg?
BOEM,45803,Sam,Pinfish,PIN167,PIN167gc1,EO2,45224,veg,<0.1,veg_biomatter,-,2,
BOEM,45804,Sam,Pinfish,PIN167,PIN167gc2,EO2,45224,shrimp,<0.1,crustacean ,1,3,
BOEM,45805,Sam,Pinfish,PIN167,PIN167gc3,EO2,45224,rocks/sand,<0.1,detritus ,-,5,
BOEM,45806,Cheyenne,Pinfish,PIN168,PIN168gc1,EO2,45224,mush,0.1,veg_biomatter,-,1,
BOEM,45807,Cheyenne,Pinfish,PIN168,PIN168gc2,EO2,45224,veg,0.1,veg_biomatter,-,1,
BOEM,45808,Sam,Pinfish,PIN169,PIN169gc1,EO2,45224,shrimp,0.3,crustacean ,24,2,
BOEM,45809,Sam,Pinfish,PIN169,PIN169gc2,EO2,45224,sand,0.2,detritus ,3,1,
BOEM,45810,Cheyenne,Pinfish,PIN170,PIN170gc1,EO2,45224,rocks,0.2,detritus ,4,1,
BOEM,45811,Cheyenne,Pinfish,PIN170,PIN170gc2,EO2,45224,mush,0.2,unidentifiable mush ,-,1,
BOEM,45812,Cheyenne,Pinfish,PIN170,PIN170gc3,EO2,45224,veg,0.1,veg_biomatter,-,1,
BOEM,45813,Sam,Pinfish,PIN171,PIN171gc,EO2,45224,veg,0.5,veg_biomatter,-,1,
BOEM,45814,Cheyenne,Pinfish,PIN172,PIN172gc1,EO2,45224,rocks/sand,<0.1,detritus,5,4,
BOEM,45815,Cheyenne,Pinfish,PIN172,PIN172gc2,EO2,45224,shrimp,0.2,crustacean ,6,3,
BOEM,45816,Cheyenne,Pinfish,PIN172,PIN172gc3,EO2,45224,mush,0.1,unidentifiable mush ,-,1,
BOEM,45817,Cheyenne,Pinfish,PIN172,PIN172gc4,EO2,45224,veg,<0.1,veg_biomatter,-,1,
BOEM,45800,Cole,Moonfish,MOF067,MOF067gc,EO2,45224,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45800,Cole,Moonfish,MOF068,MOF068gc,EO2,45224,larvae?,<0.1,biomatter,-,2,could probably be identified as mysid? decide if its crustacean or biomatter
BOEM,45800,Cole,Moonfish,MOF071,MOF071gc,EO2,45224,larvae?,0.1,biomatter,-,2,crustacean based biomatter
BOEM,45800,Cole,Moonfish,MOF072,MOF072gc,EO2,45224,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45800,Cole,Moonfish,MOF073,MOF073gc,EO2,45224,mush/larvae?,<0.1,biomatter,-,1,crustacean based biomatter
BOEM,45800,Cole,Moonfish,MOF074,MOF074gc,EO2,45224,larvae?,<0.1,,-,2,
BOEM,45804,Cheyenne,Atlantic Bumper,ATB042,ATB042gc,EO2,45224,mush,0.7,unidentifiable mush ,-,1,
BOEM,45804,Sam,Atlantic Bumper,ATB043,ATB043gc,EO2,45224,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45804,Cheyenne,Atlantic Bumper,ATB044,ATB044gc,EO2,45224,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45804,Sam,Atlantic Bumper,ATB045,ATB045gc,EO2,45224,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45804,Cheyenne,Atlantic Bumper,ATB046,ATB046gc,EO2,45224,mush,0.3,unidentifiable mush ,-,1,
BOEM,45804,Sam,Atlantic Bumper,ATB047,ATB047gc1,EO2,45224,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45804,Sam,Atlantic Bumper,ATB047,ATB047gc2,EO2,45224,larvae,<0.1,crustacean,-,1,
BOEM,45804,Cheyenne,Atlantic Bumper,ATB048,ATB048gc,EO2,45224,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45805,Dannette,Atlantic Croaker,CRO106,CRO106gc,WO3,45225,mush w/ scale,<0.1,unidentifiable mush,-,1,
BOEM,45805,Dannette,Atlantic Bumper,ATB049,ATB049gc,EO2,45224,mush,0.3,unidentifiable mush ,-,1,
BOEM,45805,Dannette,Atlantic Bumper,ATB050,ATB050gc,EO2,45224,larve? or shrimp?,0.3,biomatter,-,1,
BOEM,45805,Dannette,Atlantic Bumper,ATB051,ATB051gc,EO2,45224,mush,0.3,unidentifiable mush ,-,1,
BOEM,45807,Dannette,Atlantic Croaker,CRO107,CRO107gc,WI1,45225,mush,0.1,veg_biomatter,-,1,
BOEM,45807,Dannette,Atlantic Croaker,CRO108,CRO108gc,WI1,45225,mush,0.3,unidentifiable mush ,-,1,
BOEM,45807,Dannette,Atlantic Croaker,CRO109,CRO109gc,WI1,45225,mush,0.1,unidentifiable mush ,-,1,
