Project,Disection Date,Name,Fish Species,Fish ID,Stomach ID ,Site,Collection Date,Prey Common Name,Prey Wet Weight (g),Prey,# Prey ,Prey Conditions (1-5),Notes
BOEM,45607,EG,Atlantic Bumper,ATB004,ATB004gc,EI1,45434,mush,0.4,unidentifiable mush ,- ,,
BOEM,45607,EG,Atlantic Bumper,ATB005,ATB005gc,EI1,45434,mush,0.4,biomatter,- ,,
BOEM,45608,Dannette,Pinfish,PIN106,PIN106gc,EO1,45516,mush,0.4,unidentifiable mush ,- ,1,
BOEM,45608,Dannette,Pinfish,PIN108,PIN108gc1,EO1,45516,mush,0.1,unidentifiable mush ,- ,1,
BOEM,45608,Dannette,Pinfish,PIN108,PIN108gc2,EO1,45516,unknown,0.2,detritus,-,2,solid
BOEM,45608,Dannette,Pinfish,PIN110,PIN110gc,EO1,45516,biomatter,0.8,biomatter,,2,larvae?
BOEM,45608,Lindsey,Pinfish,PIN107,PIN107gc,EO1,45516,mush,0.3,unidentifiable mush ,-,1,
BOEM,45608,Lindsey,Pinfish,PIN109,PIN109gc,EO1,45516,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45608,Lindsey,Pinfish,PIN111,PIN111gc,EO1,45516,mush,0.2,unidentifiable mush ,-,1,
BOEM,45608,Lindsey,Atlantic Bumper,ATB006,ATB006gc,EO1,45517,anchovy,1.2,striped anchovy,3,3,good
BOEM,45608,Lindsey,Atlantic Bumper,ATB006,ATB006gc,EO1,45516,mush,0.6,unidentifiable mush ,- ,1,
BOEM,45611,Dannette,Atlantic Bumper,ATB007,ATB007gc,EO1,45516,mush,0.1,unidentifiable mush ,- ,1,
BOEM,45611,Dannette,Atlantic Bumper,ATB008,ATB008gc,WO3,45517,mush,0.1,unidentifiable mush ,- ,1,
BOEM,45611,Dannette,Atlantic Bumper,ATB010,ATB010gc,WO3,45517,mush,0.1,unidentifiable mush ,- ,1,
BOEM,45611,Dannette,Atlantic Bumper,ATB011,ATB011gc,WO3,45517,mush,0.2,unidentifiable mush ,- ,1,
BOEM,45611,Dannette,Atlantic Bumper,ATB013,ATB013gc,WO3,45517,mush,<0.1,unidentifiable mush ,- ,1,
BOEM,45611,Dannette,Atlantic Bumper,ATB015,ATB015gc,WO3,45517,mush,0.1,unidentifiable mush ,- ,1,
BOEM,45611,EG,Atlantic Bumper,ATB009,ATB009gc,WO3,45517,mush,0.7,unidentifiable mush ,- ,1,
BOEM,45611,EG,Atlantic Bumper,ATB012,ATB012gc,WO3,45517,mush,0.1,unidentifiable mush ,- ,1,
BOEM,45611,EG,Atlantic Bumper,ATB014,ATB014gc,WO3,45517,mush,0.1,biomatter,- ,1,
BOEM,45611,EG,Atlantic Bumper,ATB016,ATB016gc,WO3,45517,mush,0.1,unidentifiable mush ,- ,1,
BOEM,45611,EG,Atlantic Bumper,ATB017,ATB017gc,WI3,45517,mush,0.1,unidentifiable mush ,- ,1,
BOEM,45611,EG,Thread Herring,THH029,THH029gc,WI3,45517,mush,0.2,unidentifiable mush ,- ,1,
BOEM,45614,EG,Atlantic Bumper,ATB018,ATB018gc,WI2,45516,mush,<0.1,unidentifiable mush ,- ,1,
BOEM,45614,EG,Atlantic Bumper,ATB019,ATB019gc,WI2,45516,mush,<0.1,biomatter,- ,1,
BOEM,45614,EG,Atlantic Bumper,ATB020,ATB020gc1,WI2,45516,mush,<0.1,biomatter,- ,1,
BOEM,45614,EG,Atlantic Bumper,ATB020,ATB020gc2,WI2,45516,mush,<0.1,veg_biomatter,-,,
BOEM,45614,EG,Moonfish,MOF001,MOF001gc,WI2,45516,mush,0.2,unidentifiable mush ,- ,1,
BOEM,45615,Dannette,Spot,SPO001,SPO001gc,WI2,45517,mush,0.6,unidentifiable mush ,- ,1,
BOEM,45615,Dannette,Spot,SPO002,SPO002gc,WI2,45517,mush,0.1,unidentifiable mush ,,1,
BOEM,45615,Dannette,Atlantic Bumper,ATB022,ATB022gc,WO2,45604,mush,0.1,unidentifiable mush ,- ,1,
BOEM,45615,Dannette,Spot,SPO005,SPO005gc,EI2,45434,mush,<0.1,unidentifiable mush ,- ,1,
BOEM,45615,Dannette,Spot,SPO006,SPO006gc,EI2,45434,mush,0.3,unidentifiable mush ,- ,1,
BOEM,45615,Lindsey,Atlantic Bumper,ATB021,ATB021gc,WI2,45517,mush,0.1,unidentifiable mush ,- ,1,
BOEM,45615,Lindsey,Spot,SPO003,SPO003gc,EI2,45434,mush,0.1,unidentifiable mush ,- ,1,
BOEM,45615,Lindsey,Spot,SPO004,SPO004gc,EI2,45434,mush,<0.1,unidentifiable mush ,- ,1,
BOEM,45615,Lindsey,Spot,SPO007,SPO007gc,EI2,45434,mush,<0.1,unidentifiable mush ,- ,1,
BOEM,45615,Lindsey,Spot,SPO008,SPO008gc,EI2,45434,mush,0.1,unidentifiable mush ,- ,1,
BOEM,45618,Dannette,Spot,SPO020,SPO020gc,EI1,45434,biomatter,0.1,biomatter,1,3,larvae? yes probably a striped anchovy baby 
BOEM,45618,EG,Spot,SPO019,SPO019gc,EI1,45434,mush,<0.1,unidentifiable mush ,- ,1,
BOEM,45618,EG,Spot,SPO024,SPO024gc,WO2,45604,mush,<0.1,unidentifiable mush ,- ,1,
BOEM,45628,EG,Spot,SPO025,SPO025gc,WO2,45604,mush,0.1,unidentifiable mush ,- ,1,
BOEM,45629,Dannette,Spot,SPO036,SPO036gc,EO3,45629,mush,<0.1,unidentifiable mush ,- ,1,
BOEM,45636,Sam,Spot,SPO046,SPO046gc,WI1,45604,mush,0.2,unidentifiable mush ,- ,1,
BOEM,45637,Sam,Spot,SPO048,SPO048gc,WI1,45517,shrimp?,<0.1,crustacean ,3,2,
BOEM,45637,Sam,Spot,SPO051,SPO051gc,WI1,45517,mush,<0.1,unidentifiable mush ,- ,1,
BOEM,45642,Sam,Atlantic Croaker,CRO001,CRO001g1,WO2,45517,crab,<0.1,detritus,-,3,
BOEM,45642,Sam,Atlantic Croaker,CRO001,CRO001g2,WO2,45517,crustacean,0.2,crustacean ,1,1,Dr. Posey approved
BOEM,45642,Sam,Moonfish,MOF003,MOF003gc,WO2,45435,biomatter,0.2,biomatter,- ,1,"larvae? no i dont think so, maybe some mysid but hard to tell "
BOEM,45642,Sam,Moonfish,MOF004,MOF004g1,WO2,45435,biomatter,<0.1,biomatter,- ,2,larvae? mysid 
BOEM,45642,Sam,Moonfish,MOF004,MOF004g2,WO2,45435,biomatter,0.2,biomatter,- ,1,fish? striped anchovy muscle 
BOEM,45642,Sam,Moonfish,MOF005,MOF005gc,WO2,45435,biomatter,0.2,biomatter,- ,1,larvae?
BOEM,45643,Sam,Moonfish,MOF007,MOF007gc,WO2,45435,biomatter,0.1,biomatter,- ,1,larvae?
BOEM,45643,Sam,Moonfish,MOF008,MOF008gc,WO2,45435,mush,<0.1,biomatter,- ,1,
BOEM,45643,Sam,Moonfish,MOF009,MOF009gc,WO2,45435,biomatter,0.1,biomatter,- ,1,larvae? --> needs to be seperated 
BOEM,45643,Sam,Moonfish,MOF010,MOF010gc,WO2,45435,biomatter,0.2,biomatter,- ,1,larvae?
BOEM,45643,Sam,Moonfish,MOF011,MOF011gc,WO2,45435,mush,0.1,detritus,- ,1,
BOEM,45643,Sam,Moonfish,MOF012,MOF012g1,WO3,45517,shrimp,0.2,crustacean ,7,4,shrimps 
BOEM,45643,Sam,Moonfish,MOF012,MOF012g2,WO3,45517,biomatter,0.1,biomatter,- ,1,larvae?
BOEM,45643,Sam,Moonfish,MOF013,MOF013gc,EI1,45434,biomatter,1.3,biomatter,- ,1,larvae?
BOEM,45644,Sam,Spot,SPO064,SPO064g1,WO1,45604,shrimp,<0.1,crustacean ,3,3,
BOEM,45644,Sam,Spot,SPO064,SPO064g2,WO1,45604,mush,0.2,biomatter,- ,1,
BOEM,45644,Sam,Atlantic Bumper,ATB024,ATB024gc,EI2,45597,shrimp larvae,0.1,crustacean ,>20,3,
BOEM,45644,Sam,Atlantic Bumper,ATB025,ATB025gc,EI2,45597,shrimp larvae,0.2,crustacean ,>10,3,
BOEM,45663,Sam,Pinfish,PIN112,PIN112gc,WO1,45604,mush,0.1,unidentifiable mush ,- ,1,
BOEM,45663,Sam,Pinfish,PIN113,PIN113gc,WO1,45604,mush,0.4,unidentifiable mush ,- ,1,sand?
BOEM,45663,Cole,Pinfish,PIN114,PIN114gc,WO1,45604,mush,0.1,unidentifiable mush ,- ,1,
BOEM,45663,Sam,Pinfish,PIN115,PIN115gc,WO1,45604,mush,0.4,unidentifiable mush ,- ,1,
BOEM,45663,Cole,Pinfish,PIN116,PIN116g1,WO1,45604,Mush,<0.1,biomatter,- ,1,"detritus? biomatter? bad photo, defrost and assess "
BOEM,45663,Cole,Pinfish,PIN116,PIN116g2,WO1,45604,clam,<0.1,echinoderm ,2,,
BOEM,45663,Cole,Pinfish,PIN116,PIN116g2,WO1,45604,clam,<0.1,crustacean,3,,
BOEM,45663,Cole,Pinfish,PIN116,PIN116g2,WO1,45604,clam,<0.1,mollusc,4,4,
BOEM,45663,Cole,Pinfish,PIN116,PIN116g3,WO1,45604,sea star,<0.1,echinoderm ,1,3,
BOEM,45663,Cole,Pinfish,PIN117,PIN117g1,WO1,45604,mush,0.5,unidentifiable mush ,-,1,
BOEM,45663,Cole,Pinfish,PIN117,PIN117g2,WO1,45604,crab,0.3,crustacean ,2,3,
BOEM,45663,Cole,Pinfish,PIN117,PIN117g3,WO1,45604,hermit crab,<0.1,crustacean ,1,4,
BOEM,45663,Sam,Pinfish,PIN118,PIN118gc,WO1,45604,mush,0.2,unidentifiable mush ,- ,1,sand?
BOEM,45663,Cole,Pinfish,PIN119,PIN119gc,WO1,45604,mush,0.1,unidentifiable mush ,- ,1,
BOEM,45663,Sam,Pinfish,PIN120,PIN120gc,WO1,45604,mush,0.3,unidentifiable mush ,-,1,
BOEM,45663,Cole,Pinfish,PIN121,PIN121g1,WO1,45604,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45663,Cole,Pinfish,PIN121,PIN121g2,WO1,45604,polychaete,<0.1,polychaete,1,2,
BOEM,45664,Sam,Thread Herring,THH030,THH030gc,WO2,45604,mush,0.1,unidentifiable mush ,-,1,
BOEM,45664,Cole,Thread Herring,THH031,THH031gc,WO2,45604,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45664,Sam,Thread Herring,THH032,THH032gc,WO2,45604,mush,0.1,unidentifiable mush ,-,1,
BOEM,45664,Cole,Thread Herring,THH033,THH033gc,WO2,45604,mush,0.2,unidentifiable mush ,-,1,
BOEM,45664,Cole,Thread Herring,THH034,THH034gc,WO2,45604,mush,0.1,unidentifiable mush ,-,1,
BOEM,45664,Cole,Thread Herring,THH035,THH035gc,WO2,45604,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45664,Sam,Thread Herring,THH036,THH036gc,WO2,45604,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45664,Cole,Thread Herring,THH037,THH037gc,WO2,45604,mush,0.2,unidentifiable mush ,-,1,
BOEM,45664,Sam,Thread Herring,THH038,THH038gc,WO2,45604,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45665,Sam,Thread Herring,THH039,THH039gc,WO1,45604,mush,0.2,unidentifiable mush ,-,1,
BOEM,45665,Cole,Thread Herring,THH040,THH040gc,WO1,45604,mush,0.2,unidentifiable mush ,-,1,
BOEM,45665,Cole,Thread Herring,THH041,THH041gc,WO1,45604,mush,0.2,unidentifiable mush ,-,1,
BOEM,45665,Sam,Thread Herring,THH042,THH042gc,WO1,45604,mush,0.1,unidentifiable mush ,-,1,
BOEM,45665,Cole,Thread Herring,THH043,THH043gc,WO1,45604,mush,0.1,unidentifiable mush ,-,1,
BOEM,45665,Sam,Thread Herring,THH044,THH044gc,WO1,45604,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45665,Cole,Thread Herring,THH045,THH045gc,WO1,45604,mush,0.2,unidentifiable mush ,-,1,
BOEM,45665,Cole,Thread Herring,THH046,THH046gc,WO1,45604,mush,0.2,unidentifiable mush ,-,1,
BOEM,45665,Sam,Thread Herring,THH047,THH047gc,WO1,45604,biomatter,<0.1,biomatter,-,1,larvae? couldnt find photo 
BOEM,45666,Cole,Moonfish,MOF015,MOF015gc,WI1,45604,mush,0.2,unidentifiable mush ,-,1,
BOEM,45666,Cole,Moonfish,MOF019,MOF019gc,WI1,45604,mush,0.1,unidentifiable mush ,-,1,
BOEM,45666,Sam,Moonfish,MOF020,MOF020gc,WI1,45604,biomatter,<0.1,biomatter,-,1,larve? couldnt find photo 
BOEM,45666,Cole,Moonfish,MOF021,MOF021gc,WO2,45604,mush,0.1,unidentifiable mush ,-,1,
BOEM,45666,Sam,Moonfish,MOF022,MOF022gc,WO2,45604,larval fish,0.1,biomatter,-,1,
BOEM,45666,Cole,Moonfish,MOF025,MOF025gc,WO2,45604,mush,0.2,unidentifiable mush ,-,1,
BOEM,45670,Cole,Moonfish,MOF027,MOF027gc,WO1,45604,shrimp larvae,0.4,crustacean ,-,2,shrimps 
BOEM,45670,Cole,Moonfish,MOF028,MOF028gc,WO1,45604,shrimp larvae,0.1,crustacean ,-,2,no pic 
BOEM,45670,EG,Moonfish,MOF029,MOF029gc,WO1,45604,biomatter,0.3,crustacean ,-,2,larve?
BOEM,45670,Cole,Moonfish,MOF030,MOF030gc,WO1,45604,shrimp larvae,0.1,crustacean ,-,2,"decide if this is biomatteror crustacean, defintely there but there could also be polycheates, thinking its mostly likely crustacean "
BOEM,45670,Dannette,Moonfish,MOF031,MOF031gc,WO1,45604,larvae,0.1,biomatter,-,2,
BOEM,45670,EG,Moonfish,MOF032,MOF032gc,WO1,45604,mush,0.1,unidentifiable mush ,-,1,
BOEM,45670,EG,Moonfish,MOF033,MOF033gc,WO1,45604,mush,0.1,unidentifiable mush ,-,1,
BOEM,45670,Dannette,Moonfish,MOF034,MOF034gc,WO1,45604,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45670,EG,Moonfish,MOF035,MOF035gc,WO1,45604,mush,0.2,unidentifiable mush ,-,1,
BOEM,45670,Dannette,Thread Herring,THH048,THH048gc,WI2,45604,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45670,EG,Thread Herring,THH050,THH050gc,WI2,45604,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45671,Cole,Thread Herring,THH051,THH051gc,WI2,45604,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45671,Cole,Striped Anchovy,STA053,STA053gc,WI2,45604,biomatter,0.2,crustacean ,-,2,
BOEM,45671,Cole,Striped Anchovy,STA055,STA055gc,WI2,45604,biomatter,0.3,crustacean ,-,2,
BOEM,45672,Cole,Striped Anchovy,STA057,STA057gc,WI2,45604,mush,0.1,unidentifiable mush ,-,1,
BOEM,45672,Cole,Striped Anchovy,STA058,STA058gc,WI2,45604,shrimp larvae,0.1,crustacean ,-,2,
BOEM,45672,Cole,Striped Anchovy,STA059,STA059gc,WI2,45604,mush,0.1,unidentifiable mush ,-,1,
BOEM,45672,Cole,Striped Anchovy,STA062,STA062gc,WI2,45604,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45672,Lindsey,Moonfish,MOF036,MOF036gc,EI1,45604,mush,0.2,unidentifiable mush ,-,1,
BOEM,45672,Lindsey,Moonfish,MOF037,MOF037gc,EI1,45604,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45673,Cole,Striped Anchovy,STA070,STA070gc,EI1,45516,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45673,Cole,Striped Anchovy,STA072,STA072gc,EI1,45516,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45674,Cole,Striped Anchovy,STA079,STA079gc,Wi1,45604,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45674,Cole,Striped Anchovy,STA080,STA080gc,Wi1,45604,mush,0.1,unidentifiable mush ,-,1,
BOEM,45674,Cole,Striped Anchovy,STA081,STA081gc,Wi1,45604,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45684,Dannette,Thread Herring,THH052,THH052gc,WI1,45604,mush,0.1,unidentifiable mush ,-,1,
BOEM,45684,Dannette,Thread Herring,THH053,THH053gc,WI1,45604,mush,0.1,unidentifiable mush ,-,1,
BOEM,45684,EG,Thread Herring,THH054,THH054gc,WI1,45604,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45684,Dannette,Thread Herring,THH055,THH055gc,WI1,45604,mush,0.1,unidentifiable mush ,-,1,
BOEM,45684,EG,Thread Herring,THH056,THH056gc,WI1,45604,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45684,Dannette,Thread Herring,THH057,THH057gc,WI1,45604,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45685,Cole,Thread Herring,THH058,THH058gc,WI1,45604,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45685,Cole,Thread Herring,THH059,THH059gc,WI1,45604,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45685,Cole,Thread Herring,THH060,THH060gc,WI1,45604,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45685,Cole,Moonfish,MOF038,MOF038gc,WI1,45435,shrimp larvae,<0.1,crustacean ,-,2,shrimps 
BOEM,45686,Cole,Atlantic Croaker,CRO002,CRO002gc,WI1,45517,mush,0.8,unidentifiable mush ,-,1,
BOEM,45686,Sam,Atlantic Croaker,CRO003,CRO003gc,WI1,45517,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45686,Lindsey,Atlantic Croaker,CRO004,CRO004gc,WI1,45517,mush,0.3,detritus,-,1,
BOEM,45686,Lindsey,Atlantic Croaker,CRO005,CRO005gc,WI1,45517,mush,0.5,unidentifiable mush ,-,1,
BOEM,45686,Lindsey,Atlantic Croaker,CRO006,CRO006gc,WI1,45517,mush,0.1,unidentifiable mush ,-,1,
BOEM,45686,Lindsey,Atlantic Croaker,CRO007,CRO007gc,WI1,45517,mush,0.2,unidentifiable mush ,-,1,
BOEM,45686,Lindsey,Atlantic Croaker,CRO008,CRO008gc,WI1,45517,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45686,Lindsey,Atlantic Croaker,CRO009,CRO009gc1,WI1,45517,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45686,Lindsey,Atlantic Croaker,CRO009,CRO009gc2,WI1,45517,mush,<0.1,crustacean,3,,
BOEM,45686,Lindsey,Atlantic Croaker,CRO009,CRO009gc3,WI1,45517,mush,<0.1,polychaete,1,,
BOEM,45687,Cole,Striped Anchovy,STA095,STA095gc,WO2,45604,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45687,Cole,Striped Anchovy,STA097,STA097gc,WO2,45604,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45687,Cole,Striped Anchovy,STA099,STA099gc,WO2,45604,mush,<0.1,unidentifiable mush ,-,1,"visible bones, but no picture :|"
BOEM,45687,Cole,Striped Anchovy,STA100,STA100gc,WO2,45604,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45688,Cole,Atlantic Croaker,CRO010,CRO010gc,WI1,45517,mush,0.1,unidentifiable mush ,-,1,
BOEM,45688,Cole,Atlantic Croaker,CRO011,CRO011gc1,WI2,45517,mush,0.3,unidentifiable mush ,-,1,
BOEM,45688,Cole,Atlantic Croaker,CRO011,CRO011gc2,WI2,45517,mush,0.1,detritus,-,,
BOEM,45688,Cole,Atlantic Croaker,CRO012,CRO012gc,WI2,45517,shrimp,<0.1,crustacean ,2,3,
BOEM,45688,Cole,Atlantic Croaker,CRO013,CRO013g1,WI2,45517,mush,0.3,unidentifiable mush ,-,1,
BOEM,45688,Cole,Atlantic Croaker,CRO013,CRO013g2,WI2,45517,clam ,<0.1,mollusca,-,1,Dr. Posey approved
BOEM,45688,Cole,Atlantic Croaker,CRO013,CRO013g3,WI2,45517,polychaete,<0.1,polychaete,1,2,Dr. Posey approved
BOEM,45688,Cole,Atlantic Croaker,CRO014,CRO014g1,WI2,45517,mush,<0.1,detritus,-,1,
BOEM,45688,Cole,Atlantic Croaker,CRO014,CRO014g2,WI2,45517,shrimp,<0.1,crustacean ,3,2,Dr. Posey approved
BOEM,45688,Cole,Atlantic Croaker,CRO014,CRO014g3,WI2,45517,worm,<0.1,polychaete,3,,
BOEM,45688,Cole,Atlantic Croaker,CRO014,CRO014g4,WI2,45517,Veg,<0.1,veg_biomatter,-,,
BOEM,45688,Cole,Atlantic Croaker,CRO015,CRO015gc,WI2,45517,clam ,<0.1,mollusca,1,2,Dr. Posey approved 
BOEM,45691,Cole,Atlantic Croaker,CRO016,CRO016gc,WI2,45517,mush,0.1,unidentifiable mush ,-,1,
BOEM,45691,Cole,Atlantic Croaker,CRO017,CRO017gc1,WI2,45517,mush,0.2,biomatter,-,1,
BOEM,45691,Cole,Atlantic Croaker,CRO017,CRO017gc2,WI2,45517,polychaete,<0.1,polychaete,3,5,Dr. Posey approved
BOEM,45691,Cole,Atlantic Croaker,CRO018,CRO018gc,WI2,45517,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45691,EG,Atlantic Croaker,CRO019,CRO019gc,WI2,45517,mush,0.2,unidentifiable mush ,-,1,
BOEM,45691,EG,Atlantic Croaker,CRO022,CRO022gc,WO2,45517,shrimp larvae,0.9,crustacean ,1,4,"larvae intact, posey confirmed its a baby mantis shrimp "
BOEM,45691,Dannette,Atlantic Croaker,CRO024,CRO024gc,WO2,45517,mush,0.3,unidentifiable mush ,-,1,
BOEM,45691,EG,Atlantic Croaker,CRO025,CRO025gc,WO2,45517,mush,0.8,unidentifiable mush ,-,1,
BOEM,45691,Dannette,Atlantic Croaker,CRO026,CRO026gc,WO2,45517,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45691,Dannette,Atlantic Croaker,CRO026,CRO026gc,WO2,45517,mush,<0.1,veg_biomatter,-,,
BOEM,45691,EG,Atlantic Croaker,CRO029,CRO029gc,EI2,45434,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45691,EG,Atlantic Croaker,CRO031,CRO031gc,EI2,45434,mush,0.1,unidentifiable mush ,-,1,
BOEM,45692,Cole,Atlantic Croaker,CRO034,CRO034gc,EI2,45434,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45692,Cole,Atlantic Croaker,CRO036,CRO036gc,EI2,45434,mush,0.1,unidentifiable mush ,-,1,
BOEM,45692,Cole,Atlantic Croaker,CRO037,CRO037gc,EI1,45434,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45692,Cole,Atlantic Croaker,CRO039,CRO039gc,EI1,45434,shrimp and crab ,0.3,crustacean ,2,3,Dr. Posey approved
BOEM,45693,Cole,Atlantic Croaker,CRO040,CRO040gc,EI1,45434,mush,0.1,unidentifiable mush ,-,1,
BOEM,45693,Cole,Atlantic Croaker,CRO041,CRO041g1,EI1,45434,mush,0.2,unidentifiable mush ,-,1,
BOEM,45693,Cole,Atlantic Croaker,CRO041,CRO041g2,EI1,45434,crab,0.2,crustacean ,1,3,crab parts
BOEM,45693,Cole,Atlantic Croaker,CRO042,CRO042gc,EI1,45434,mush,0.1,veg_biomatter,-,1,
BOEM,45693,Cole,Atlantic Croaker,CRO043,CRO043gc,EI1,45434,polychaete,1,polychaete,-,4,Dr. Posey approved
BOEM,45693,Lindsey,Atlantic Croaker,CRO044,CRO044gc,EI1,45434,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45693,Lindsey,Atlantic Croaker,CRO045,CRO045gc,EI1,45434,mush,0.1,unidentifiable mush ,-,1,
BOEM,45693,Lindsey,Atlantic Croaker,CRO046,CRO046gc,WO2,45435,mush,0.2,unidentifiable mush ,-,1,
BOEM,45693,Lindsey,Atlantic Croaker,CRO047,CRO047gc,WO2,45435,mush,0.2,unidentifiable mush ,-,1,
BOEM,45693,Lindsey,Atlantic Croaker,CRO048,CRO048gc,WO2,45435,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45694,Cole,Atlantic Croaker,CRO049,CRO049gc,WO2,45435,detritus,<0.1,detritus,-,1,
BOEM,45694,Cole,Atlantic Croaker,CRO050,CRO050gc,WO2,45435,shrimp and biomatter,<0.1,biomatter,-,1,
BOEM,45694,Cole,Atlantic Croaker,CRO053,CRO053gc,WO2,45435,shrimp and biomatter,<0.1,biomatter,-,1,
BOEM,45694,Cole,Atlantic Croaker,CRO054,CRO054gc,WO2,45435,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45695,Cole,Atlantic Croaker,CRO055,CRO055gc1,WI1,45604,biomatter,0.3,crustacean,-,3,maybe double check with posey once defrosted? 
BOEM,45695,Cole,Atlantic Croaker,CRO055,CRO055gc2,WI1,45604,biomatter,<0.1,biomatter,1,,
BOEM,45695,Cole,Atlantic Croaker,CRO056,CRO056g1,WI1,45604,shrimp,0.2,crustacean,1,4,posey approved
BOEM,45695,Cole,Atlantic Croaker,CRO056,CRO056g2,WI1,45604,biomatter,0.1,biomatter,1,3,potentially sea panzy 
BOEM,45695,Cole,Atlantic Croaker,CRO057,CRO057g1,WI1,45604,polychaete  + fish parts + coral ,0.4,biomatter,-,2,"i think this is actually just algae, so i combined "
BOEM,45695,Cole,Atlantic Croaker,CRO057,CRO057g2,WI1,45604,crab and shrimp,<0.1,crustacean,-,2,
BOEM,45695,Cole,Atlantic Croaker,CRO058,CRO058gc,WI1,45604,polychaete and clam ,1.6,polychaete,-,2,"Dr. Posey approved, dont see clam in photo ?? "
BOEM,45695,Cole,Atlantic Croaker,CRO059,CRO059gc,WI1,45604,mush,0.1,unidentifiable mush ,-,1,
BOEM,45698,Cole,Atlantic Croaker,CRO060,CRO060gc,WO2,45604,shrimp,<0.1,crustacean ,2,2,
BOEM,45698,Cole,Atlantic Croaker,CRO060,CRO060gc,WO2,45604,mush,0.1,veg_biomatter,-,1,
BOEM,45698,Cole,Atlantic Croaker,CRO061,CRO061gc,WO2,45604,shrimp tail,<0.1,crustacean ,1,4,
BOEM,45698,Cole,Atlantic Croaker,CRO061,CRO061gc,WO2,45604,mush,0.1,unidentifiable mush ,-,1,
BOEM,45698,EG,Atlantic Croaker,CRO064,CRO064gc,WO1,45604,mush,0.2,unidentifiable mush ,-,2,
BOEM,45698,Dannette,Atlantic Croaker,CRO065,CRO065gc,WO1,45604,mush,0.1,unidentifiable mush ,-,1,
BOEM,45698,EG,Atlantic Croaker,CRO068,CRO068gc,WO1,45604,partial larvae,0.5,,-,2,no pic 
BOEM,45698,Dannette,Atlantic Croaker,CRO069,CRO069gc,WO1,45604,mush,0.2,unidentifiable mush ,-,1,
BOEM,45698,Dannette,Atlantic Croaker,CRO071,CRO071gc,WO1,45604,mush,0.3,unidentifiable mush ,-,1,
BOEM,45698,EG,Atlantic Croaker,CRO072,CRO072gc,WO1,45604,polychaete,0.2,polychaete,-,3,
BOEM,45698,Dannette,Atlantic Croaker,CRO073,CRO073gc1,WO1,45604,mush,<0.1,biomatter,-,1,
BOEM,45698,Dannette,Atlantic Croaker,CRO073,CRO073gc2,WO1,45604,mush,<0.1,polychaete,1,1,
BOEM,45698,Dannette,Atlantic Croaker,CRO073,CRO073gc3,WO1,45604,mush,<0.1,crustacean,3,2,
BOEM,45698,EG,Atlantic Croaker,CRO074,CRO074gc,WO1,45604,mush,<0.1,unidentifiable mush ,-,1,
BOEM,45700,Cole,Atlantic Croaker,CRO077,CRO077gc,WO2,45604,mush,0.2,unidentifiable mush ,-,1,
BOEM,45700,Cole,Atlantic Croaker,CRO078,CRO078gc,WO2,45604,shrimp,<0.1,crustacean ,1,4,
BOEM,45700,Cole,Atlantic Croaker,CRO079,CRO079gc1,WO2,45604,polychaete,<0.1,polychaete ,-,2,seperated
BOEM,45701,Cole,Atlantic Croaker,CRO079,CRO079gc2,WO2,45605,biomatter,<0.1,biomatter,-,,
BOEM,45700,Cole,Atlantic Croaker,CRO080,CRO080gc1,WI1,45604,biomatter,1.1,biomatter,1,3,
