project,dissection_date,dissector,fish_species,fish_id,stomach_id,site,collection_date,prey_common_name,prey_wet_weight,prey_category,n_prey,prey_condition,notes,stomach_id_base,prey_wet_weight_g,prey_category_clean,has_weight,region,position,station
BOEM,45791,Cole,Atlantic Bumper,ATB039,ATB039gc,EI2,45224,mush,0.2,unidentifiable mush,-,1,,ATB039gc,0.2,unidentifiable mush,TRUE,East,Inner,2
BOEM,45791,Cole,Atlantic Bumper,ATB040,ATB040gc,EI2,45224,mush,<0.1,unidentifiable mush,-,1,,ATB040gc,0.05,unidentifiable mush,TRUE,East,Inner,2
BOEM,45791,Cole,Atlantic Bumper,ATB041,ATB041gc,EI2,45224,mush,<0.1,unidentifiable mush,-,1,,ATB041gc,0.05,unidentifiable mush,TRUE,East,Inner,2
BOEM,45792,Dannette,Thread Herring,THH084,THH084gc,EI2,45224,mush,0.1,unidentifiable mush,-,1,,THH084gc,0.1,unidentifiable mush,TRUE,East,Inner,2
BOEM,45792,Dannette,Thread Herring,THH085,THH085gc,EI2,45224,mush,0.1,unidentifiable mush,-,1,,THH085gc,0.1,unidentifiable mush,TRUE,East,Inner,2
BOEM,45792,Dannette,Thread Herring,THH086,THH086gc,EO2,45224,mush,0.3,unidentifiable mush,-,1,,THH086gc,0.3,unidentifiable mush,TRUE,East,Outer,2
BOEM,45796,Cole,Spot,SPO096,SPO096gc,EO2,45224,sediment,<0.1,detritus,-,1,,SPO096gc,0.05,detritus,TRUE,East,Outer,2
BOEM,45796,Cole,Spot,SPO097,SPO097gc,EO2,45224,sediment,<0.1,detritus,-,1,,SPO097gc,0.05,detritus,TRUE,East,Outer,2
BOEM,45798,Cole,Atlantic Croaker,CRO095,CRO095gc,EO2,45224,Shrimp?,<0.1,biomatter,1,2,,CRO095gc,0.05,biomatter,TRUE,East,Outer,2
BOEM,45798,Dannette,Atlantic Croaker,CRO096,CRO096gc,EO2,45224,biomatter,<0.1,biomatter,-,1,,CRO096gc,0.05,biomatter,TRUE,East,Outer,2
BOEM,45798,Dannette,Atlantic Croaker,CRO098,CRO098gc,EO2,45224,worm,0.1,polychaete,1,3,,CRO098gc,0.1,polychaete,TRUE,East,Outer,2
BOEM,45799,Sam,Pinfish,PIN163,PIN163gc,EO2,45224,mush/veg?,0.3,biomatter,8,1,legs or veg? ,PIN163gc,0.3,biomatter,TRUE,East,Outer,2
BOEM,45800,Cheyenne,Pinfish,PIN164,PIN164gc,EO2,45224,mush/veg?,0.1,biomatter,17,1,legs or veg?,PIN164gc,0.1,biomatter,TRUE,East,Outer,2
BOEM,45801,Sam,Pinfish,PIN165,PIN165gc,EO2,45224,shrimp,<0.1,biomatter,6,2,,PIN165gc,0.05,biomatter,TRUE,East,Outer,2
BOEM,45802,Cheyenne,Pinfish,PIN166,PIN166gc,EO2,45224,mush/veg?,0.2,biomatter,12,1,legs or veg?,PIN166gc,0.2,biomatter,TRUE,East,Outer,2
BOEM,45803,Sam,Pinfish,PIN167,PIN167gc1,EO2,45224,veg,<0.1,biomatter,-,2,,PIN167gc,0.05,biomatter,TRUE,East,Outer,2
BOEM,45804,Sam,Pinfish,PIN167,PIN167gc2,EO2,45224,shrimp,<0.1,crustacean,1,3,,PIN167gc,0.05,crustacean,TRUE,East,Outer,2
BOEM,45805,Sam,Pinfish,PIN167,PIN167gc3,EO2,45224,rocks/sand,<0.1,detritus,4,5,,PIN167gc,0.05,detritus,TRUE,East,Outer,2
BOEM,45806,Cheyenne,Pinfish,PIN168,PIN168gc1,EO2,45224,mush,0.1,unidentifiable mush,-,1,,PIN168gc,0.1,unidentifiable mush,TRUE,East,Outer,2
BOEM,45807,Cheyenne,Pinfish,PIN168,PIN168gc2,EO2,45224,veg,0.1,biomatter,-,1,,PIN168gc,0.1,biomatter,TRUE,East,Outer,2
BOEM,45808,Sam,Pinfish,PIN169,PIN169gc1,EO2,45224,shrimp,0.3,crustacean,24,2,,PIN169gc,0.3,crustacean,TRUE,East,Outer,2
BOEM,45809,Sam,Pinfish,PIN169,PIN169gc2,EO2,45224,sand,0.2,detritus,3,1,,PIN169gc,0.2,detritus,TRUE,East,Outer,2
BOEM,45810,Cheyenne,Pinfish,PIN170,PIN170gc1,EO2,45224,rocks,0.2,detritus,4,1,,PIN170gc,0.2,detritus,TRUE,East,Outer,2
BOEM,45811,Cheyenne,Pinfish,PIN170,PIN170gc2,EO2,45224,mush,0.2,unidentifiable mush,-,1,,PIN170gc,0.2,unidentifiable mush,TRUE,East,Outer,2
BOEM,45812,Cheyenne,Pinfish,PIN170,PIN170gc3,EO2,45224,veg,0.1,biomatter,-,1,,PIN170gc,0.1,biomatter,TRUE,East,Outer,2
BOEM,45813,Sam,Pinfish,PIN171,PIN171gc,EO2,45224,veg,0.5,biomatter,-,1,,PIN171gc,0.5,biomatter,TRUE,East,Outer,2
BOEM,45814,Cheyenne,Pinfish,PIN172,PIN172gc1,EO2,45224,rocks/sand,<0.1,detritus,5,4,,PIN172gc,0.05,detritus,TRUE,East,Outer,2
BOEM,45815,Cheyenne,Pinfish,PIN172,PIN172gc2,EO2,45224,shrimp,0.2,crustacean,6,3,,PIN172gc,0.2,crustacean,TRUE,East,Outer,2
BOEM,45816,Cheyenne,Pinfish,PIN172,PIN172gc3,EO2,45224,mush,0.1,unidentifiable mush,-,1,,PIN172gc,0.1,unidentifiable mush,TRUE,East,Outer,2
BOEM,45817,Cheyenne,Pinfish,PIN172,PIN172gc4,EO2,45224,veg,<0.1,biomatter,-,1,,PIN172gc,0.05,biomatter,TRUE,East,Outer,2
BOEM,45800,Cole,Moonfish,MOF067,MOF067gc,EO2,45224,mush,<0.1,unidentifiable mush,-,1,,MOF067gc,0.05,unidentifiable mush,TRUE,East,Outer,2
BOEM,45800,Cole,Moonfish,MOF068,MOF068gc,EO2,45224,larvae?,<0.1,biomatter,-,2,could probably be identified as mysid? decide if its crustacean or biomatter,MOF068gc,0.05,biomatter,TRUE,East,Outer,2
BOEM,45800,Cole,Moonfish,MOF071,MOF071gc,EO2,45224,larvae?,0.1,biomatter,-,2,crustacean based biomatter,MOF071gc,0.1,biomatter,TRUE,East,Outer,2
BOEM,45800,Cole,Moonfish,MOF072,MOF072gc,EO2,45224,mush,<0.1,unidentifiable mush,-,1,,MOF072gc,0.05,unidentifiable mush,TRUE,East,Outer,2
BOEM,45800,Cole,Moonfish,MOF073,MOF073gc,EO2,45224,mush/larvae?,<0.1,biomatter,-,1,crustacean based biomatter,MOF073gc,0.05,biomatter,TRUE,East,Outer,2
BOEM,45804,Cheyenne,Atlantic Bumper,ATB042,ATB042gc,EO2,45224,mush,0.7,unidentifiable mush,-,1,,ATB042gc,0.7,unidentifiable mush,TRUE,East,Outer,2
BOEM,45804,Sam,Atlantic Bumper,ATB043,ATB043gc,EO2,45224,mush,<0.1,unidentifiable mush,-,1,,ATB043gc,0.05,unidentifiable mush,TRUE,East,Outer,2
BOEM,45804,Cheyenne,Atlantic Bumper,ATB044,ATB044gc,EO2,45224,mush,<0.1,unidentifiable mush,-,1,,ATB044gc,0.05,unidentifiable mush,TRUE,East,Outer,2
BOEM,45804,Sam,Atlantic Bumper,ATB045,ATB045gc,EO2,45224,mush,<0.1,unidentifiable mush,-,1,,ATB045gc,0.05,unidentifiable mush,TRUE,East,Outer,2
BOEM,45804,Cheyenne,Atlantic Bumper,ATB046gc,ATB046,EO2,45224,mush,0.3,unidentifiable mush,-,1,,ATB,0.3,unidentifiable mush,TRUE,East,Outer,2
BOEM,45804,Sam,Atlantic Bumper,ATB047,ATB047gc1,EO2,45224,mush,<0.1,unidentifiable mush,-,1,,ATB047gc,0.05,unidentifiable mush,TRUE,East,Outer,2
BOEM,45804,Cheyenne,Atlantic Bumper,ATB048,ATB048gc,EO2,45224,mush,<0.1,unidentifiable mush,-,1,,ATB048gc,0.05,unidentifiable mush,TRUE,East,Outer,2
BOEM,45805,Dannette,Atlantic Croaker,CRO106,CRO106gc,WO3,45225,mush w/ scale,<0.1,unidentifiable mush,-,1,,CRO106gc,0.05,unidentifiable mush,TRUE,West,Outer,3
BOEM,45805,Dannette,Atlantic Bumper,ATB049,ATB049gc,EO2,45224,mush,0.3,unidentifiable mush,-,1,,ATB049gc,0.3,unidentifiable mush,TRUE,East,Outer,2
BOEM,45805,Dannette,Atlantic Bumper,ATB050,ATB050gc,EO2,45224,larve? or shrimp?,0.3,biomatter,-,1,,ATB050gc,0.3,biomatter,TRUE,East,Outer,2
BOEM,45805,Dannette,Atlantic Bumper,ATB051,ATB051gc,EO2,45224,mush,0.3,unidentifiable mush,-,1,,ATB051gc,0.3,unidentifiable mush,TRUE,East,Outer,2
BOEM,45807,Dannette,Atlantic Croaker,CRO107,CRO107gc,WI1,45225,mush,0.1,unidentifiable mush,-,1,,CRO107gc,0.1,unidentifiable mush,TRUE,West,Inner,1
BOEM,45807,Dannette,Atlantic Croaker,CRO108,CRO108gc,WI1,45225,mush,0.3,unidentifiable mush,-,1,,CRO108gc,0.3,unidentifiable mush,TRUE,West,Inner,1
BOEM,45807,Dannette,Atlantic Croaker,CRO109,CRO109gc,WI1,45225,mush,0.1,unidentifiable mush,-,1,,CRO109gc,0.1,unidentifiable mush,TRUE,West,Inner,1
BOEM,45807,Dannette,Atlantic Croaker,CRO110,CRO110gc,WI1,45225,mush,0.1,unidentifiable mush,-,1,,CRO110gc,0.1,unidentifiable mush,TRUE,West,Inner,1
BOEM,45807,Dannette,Atlantic Croaker,CRO111,CRO111gc,WI1,45225,mush,<0.1,unidentifiable mush,-,1,,CRO111gc,0.05,unidentifiable mush,TRUE,West,Inner,1
BOEM,45807,Dannette,Atlantic Croaker,CRO112,CRO112gc,WI1,45225,snail,0.1,mollusca,1,4,,CRO112gc,0.1,mollusca,TRUE,West,Inner,1
BOEM,45807,Dannette,Atlantic Croaker,CRO112,CRO112gc,WI1,45225,mush,0.1,unidentifiable mush,-,1,,CRO112gc,0.1,unidentifiable mush,TRUE,West,Inner,1
BOEM,45807,Dannette,Atlantic Croaker,CRO114,CRO114gc,WI1,45225,mush,0.5,unidentifiable mush,-,1,,CRO114gc,0.5,unidentifiable mush,TRUE,West,Inner,1
BOEM,45807,Dannette,Atlantic Croaker,CRO115,CRO115gc,WI1,45225,mush,0.2,unidentifiable mush,-,1,,CRO115gc,0.2,unidentifiable mush,TRUE,West,Inner,1
BOEM,45807,Dannette,Atlantic Croaker,CRO116,CRO116gc,WI1,45225,mush,0.1,unidentifiable mush,-,1,,CRO116gc,0.1,unidentifiable mush,TRUE,West,Inner,1
BOEM,45810,Dannette,Atlantic Croaker,CRO118,CRO118gc,EI2,45719,mush,0.1,unidentifiable mush,-,1,,CRO118gc,0.1,unidentifiable mush,TRUE,East,Inner,2
BOEM,45810,Dannette,Atlantic Croaker,CRO123,CRO123gc,EI2,45719,mush,<0.1,unidentifiable mush,-,1,,CRO123gc,0.05,unidentifiable mush,TRUE,East,Inner,2
BOEM,45810,Dannette,Atlantic Croaker,CRO125,CRO125gc,EI3,45719,mush,<0.1,unidentifiable mush,-,1,,CRO125gc,0.05,unidentifiable mush,TRUE,East,Inner,3
BOEM,45811,Dannette,Atlantic Croaker,CRO128,CRO128gc,WO2,45757,mush,<0.1,unidentifiable mush,-,1,,CRO128gc,0.05,unidentifiable mush,TRUE,West,Outer,2
BOEM,45811,Dannette,Atlantic Croaker,CRO129,CRO129gc,WO2,45757,mush,0.3,unidentifiable mush,-,1,,CRO129gc,0.3,unidentifiable mush,TRUE,West,Outer,2
BOEM,45811,Dannette,Atlantic Croaker,CRO130,CRO130gc,WO2,45757,mush,<0.1,unidentifiable mush,-,1,,CRO130gc,0.05,unidentifiable mush,TRUE,West,Outer,2
BOEM,45811,Dannette,Atlantic Croaker,CRO131,CRO131gc,WO2,45757,mush,0.1,unidentifiable mush,-,1,,CRO131gc,0.1,unidentifiable mush,TRUE,West,Outer,2
BOEM,45811,Cheyenne,Atlantic Croaker,CRO132,CRO132gc,WO2,45757,mush,<0.1,unidentifiable mush,-,1,,CRO132gc,0.05,unidentifiable mush,TRUE,West,Outer,2
BOEM,45811,Cheyenne,Atlantic Croaker,CRO134,CRO134gc,WO2,45757,legs?crab?,<0.1,biomatter,-,1,,CRO134gc,0.05,biomatter,TRUE,West,Outer,2
BOEM,45811,Cheyenne,Atlantic Croaker,CRO134,CRO134gc,WO2,45757,mush,<0.1,unidentifiable mush,-,1,,CRO134gc,0.05,unidentifiable mush,TRUE,West,Outer,2
BOEM,45811,Dannette,Atlantic Croaker,CRO135,CRO135gc,WO2,45757,mush,0.2,unidentifiable mush,-,1,,CRO135gc,0.2,unidentifiable mush,TRUE,West,Outer,2
BOEM,45811,Dannette,Atlantic Croaker,CRO136,CRO136gc,WO2,45757,mush,0.1,unidentifiable mush,-,1,,CRO136gc,0.1,unidentifiable mush,TRUE,West,Outer,2
BOEM,45811,Cheyenne,Atlantic Croaker,CRO137,CRO137gc,WO2,45757,mush,<0.1,unidentifiable mush,-,1,,CRO137gc,0.05,unidentifiable mush,TRUE,West,Outer,2
BOEM,45811,Cheyenne,Atlantic Croaker,CRO138,CRO138gc,WI1,45757,mush,<0.1,unidentifiable mush,-,1,,CRO138gc,0.05,unidentifiable mush,TRUE,West,Inner,1
BOEM,45811,Dannette,Atlantic Croaker,CRO140,CRO140gc,WI1,45757,shell,<0.1,mollusca,1,5,,CRO140gc,0.05,mollusca,TRUE,West,Inner,1
BOEM,45811,Cheyenne,Atlantic Croaker,CRO141,CRO141gc,WI1,45757,mush,0.1,unidentifiable mush,-,1,,CRO141gc,0.1,unidentifiable mush,TRUE,West,Inner,1
BOEM,45811,Dannette,Atlantic Croaker,CRO142,CRO142gc,WI1,45757,mush,0.1,unidentifiable mush,-,1,,CRO142gc,0.1,unidentifiable mush,TRUE,West,Inner,1
BOEM,45811,Cheyenne,Atlantic Croaker,CRO143,CRO143gc,WI1,45757,mush,<0.1,unidentifiable mush,-,1,,CRO143gc,0.05,unidentifiable mush,TRUE,West,Inner,1
BOEM,45811,Dannette,Atlantic Croaker,CRO144,CRO144gc,WI1,45757,mush,<0.1,unidentifiable mush,-,1,,CRO144gc,0.05,unidentifiable mush,TRUE,West,Inner,1
BOEM,45811,Cheyenne,Atlantic Croaker,CRO145,CRO145gc,WI1,45757,biomatter,<0.1,biomatter,-,1,,CRO145gc,0.05,biomatter,TRUE,West,Inner,1
BOEM,45811,Cheyenne,Atlantic Croaker,CRO145,CRO145gc,WI1,45757,mush,0.2,unidentifiable mush,-,1,,CRO145gc,0.2,unidentifiable mush,TRUE,West,Inner,1
BOEM,45811,Cheyenne,Atlantic Croaker,CRO147,CRO147gc,WI1,45757,mush,0.1,unidentifiable mush,-,1,,CRO147gc,0.1,unidentifiable mush,TRUE,West,Inner,1
BOEM,45817,Dannette,Atlantic Croaker,CRO148,CRO148gc,WI2,45757,veg?,<0.1,biomatter,-,1,,CRO148gc,0.05,biomatter,TRUE,West,Inner,2
BOEM,45817,Dannette,Atlantic Croaker,CRO149,CRO149gc,WI2,45757,unk veg,0.3,biomatter,-,2,,CRO149gc,0.3,biomatter,TRUE,West,Inner,2
BOEM,45817,Dannette,Atlantic Croaker,CRO151,CRO151gc,WI2,45757,larvae?,<0.1,biomatter,3,2,,CRO151gc,0.05,biomatter,TRUE,West,Inner,2
BOEM,45817,Dannette,Atlantic Croaker,CRO152,CRO152gc,WI2,45757,mush,0.1,unidentifiable mush,-,1,,CRO152gc,0.1,unidentifiable mush,TRUE,West,Inner,2
BOEM,45817,Cole,Striped Anchovy,STA191,STA192gc,EI2,45224,mush,<0.1,unidentifiable mush,-,1,,STA192gc,0.05,unidentifiable mush,TRUE,East,Inner,2
BOEM,45817,Dannette,Atlantic Croaker,CRO153,CRO153gc,WI2,45757,unk veg,<0.1,biomatter,-,1,,CRO153gc,0.05,biomatter,TRUE,West,Inner,2
BOEM,45817,Dannette,Atlantic Croaker,CRO154,CRO154gc,WI2,45757,mush,0.2,unidentifiable mush,-,1,,CRO154gc,0.2,unidentifiable mush,TRUE,West,Inner,2
BOEM,45817,Dannette,Atlantic Croaker,CRO155,CRO155gc,WI2,45757,mush,<0.1,unidentifiable mush,-,1,,CRO155gc,0.05,unidentifiable mush,TRUE,West,Inner,2
BOEM,45817,Dannette,Atlantic Croaker,CRO156,CRO156gc,WI2,45757,unk veg,0.2,biomatter,-,1,,CRO156gc,0.2,biomatter,TRUE,West,Inner,2
BOEM,45817,Dannette,Atlantic Croaker,CRO157,CRO157gc,WI2,45757,mush,<0.1,unidentifiable mush,-,1,,CRO157gc,0.05,unidentifiable mush,TRUE,West,Inner,2
BOEM,45817,Dannette,Atlantic Croaker,CRO158,CRO158gc,WO3,45757,jelly like mush,1.6,biomatter,-,2,,CRO158gc,1.6,biomatter,TRUE,West,Outer,3
BOEM,45817,Dannette,Atlantic Croaker,CRO160,CRO160gc,WO3,45757,mush,<0.1,unidentifiable mush,-,1,,CRO160gc,0.05,unidentifiable mush,TRUE,West,Outer,3
BOEM,45817,Cole,Atlantic Croaker,CRO161,CRO161gc,WO3,45757,striped anchovy,1,striped anchovy,1,5,,CRO161gc,1,anchovy,TRUE,West,Outer,3
BOEM,45817,Sam,Atlantic Croaker,CRO162,CRO162gc1,WO3,45757,worm,<0.1,polychaete,1,5,,CRO162gc,0.05,polychaete,TRUE,West,Outer,3
BOEM,45817,Sam,Atlantic Croaker,CRO162,CRO162gc2,WO3,45757,mush,0.1,unidentifiable mush,-,1,,CRO162gc,0.1,unidentifiable mush,TRUE,West,Outer,3
BOEM,45817,Sam,Atlantic Croaker,CRO163,CRO163gc,WO3,45757,biomatter,<0.1,biomatter,-,1,,CRO163gc,0.05,biomatter,TRUE,West,Outer,3
BOEM,45817,Sam,Atlantic Croaker,CRO164,CRO164gc1,WO3,45757,worm,20.1,polychaete,-,2,"urm i dont think this is correct, no way this worm is 20  g ",CRO164gc,20.1,polychaete,TRUE,West,Outer,3
BOEM,45817,Sam,Atlantic Croaker,CRO164,CRO164gc2,WO3,45757,biomatter,0.1,biomatter,-,1,,CRO164gc,0.1,biomatter,TRUE,West,Outer,3
BOEM,45819,Dannette,Atlantic Croaker,CRO165,CRO165gc,WO3,45757,mush,0.1,unidentifiable mush,-,1,,CRO165gc,0.1,unidentifiable mush,TRUE,West,Outer,3
BOEM,45819,Dannette,Atlantic Croaker,CRO166,CRO166gc,WO3,45757,worm,<0.1,polychaete,1,4,,CRO166gc,0.05,polychaete,TRUE,West,Outer,3
BOEM,45819,Dannette,Atlantic Croaker,CRO167,CRO167gc,WO3,45757,mush,<0.1,unidentifiable mush,-,1,,CRO167gc,0.05,unidentifiable mush,TRUE,West,Outer,3
BOEM,45819,Dannette,Atlantic Croaker,CRO169,CRO169gc1,EI1,45791,worm?,0.3,unidentifiable mush,2,3,,CRO169gc,0.3,unidentifiable mush,TRUE,East,Inner,1
BOEM,45819,Dannette,Atlantic Croaker,CRO169,CRO169gc2,EI1,45791,biomatter,0.7,biomatter,-,1,,CRO169gc,0.7,biomatter,TRUE,East,Inner,1
BOEM,45819,Dannette,Atlantic Croaker,CRO170,CRO170gc,EI1,45791,mush,<0.1,unidentifiable mush,-,1,,CRO170gc,0.05,unidentifiable mush,TRUE,East,Inner,1
BOEM,45819,Dannette,Atlantic Croaker,CRO171,CRO171gc,EI1,45791,mush,0.1,unidentifiable mush,-,1,,CRO171gc,0.1,unidentifiable mush,TRUE,East,Inner,1
BOEM,45819,Dannette,Atlantic Croaker,CRO173,CRO173gc,EI1,45791,mush,<0.1,unidentifiable mush,-,1,,CRO173gc,0.05,unidentifiable mush,TRUE,East,Inner,1
BOEM,45819,Dannette,Atlantic Croaker,CRO174,CRO174gc,EI1,45791,mush,0.1,unidentifiable mush,-,1,,CRO174gc,0.1,unidentifiable mush,TRUE,East,Inner,1
BOEM,45819,Dannette,Atlantic Croaker,CRO175,CRO175gc,EI1,45791,mush,0.1,unidentifiable mush,-,1,,CRO175gc,0.1,unidentifiable mush,TRUE,East,Inner,1
BOEM,45819,Dannette,Atlantic Croaker,CRO176,CRO176gc,EI1,45791,mush,0.2,unidentifiable mush,-,1,,CRO176gc,0.2,unidentifiable mush,TRUE,East,Inner,1
BOEM,45819,Dannette,Atlantic Croaker,CRO177,CRO177gc,EI1,45791,mush,1.9,unidentifiable mush,-,1,,CRO177gc,1.9,unidentifiable mush,TRUE,East,Inner,1
BOEM,45819,Dannette,Atlantic Croaker,CRO179,CRO179gc,WO2,45792,mush,0.2,unidentifiable mush,-,1,,CRO179gc,0.2,unidentifiable mush,TRUE,West,Outer,2
BOEM,45819,Cole,Atlantic Croaker,CRO180,CRO180gc,WO2,45792,vegetation,0.1,biomatter,-,2,,CRO180gc,0.1,biomatter,TRUE,West,Outer,2
BOEM,45819,Dannette,Atlantic Croaker,CRO181,CRO181gc,WO2,45792,squid?,0.4,biomatter,2,2,double check if unfreeze ,CRO181gc,0.4,biomatter,TRUE,West,Outer,2
BOEM,45819,Cole,Atlantic Croaker,CRO182,CRO182gc,WO2,45792,vegetation,<0.1,biomatter,-,1,,CRO182gc,0.05,biomatter,TRUE,West,Outer,2
BOEM,45819,Dannette,Atlantic Croaker,CRO184,CRO184gc,WO2,45792,vegetation,<0.1,biomatter,-,1,,CRO184gc,0.05,biomatter,TRUE,West,Outer,2
BOEM,45819,Cole,Atlantic Croaker,CRO185,CRO185gc,WO2,45792,sediment/mush,<0.1,detritus,-,1,,CRO185gc,0.05,detritus,TRUE,West,Outer,2
BOEM,45819,Cole,Atlantic Croaker,CRO187,CRO187gc,WO2,45792,fish stomach/mush,0.2,biomatter,1,3,,CRO187gc,0.2,biomatter,TRUE,West,Outer,2
BOEM,45820,Sophia,Moonfish,MOF087,MOF087gc,EO1,45224,mush,0.1,unidentifiable mush,-,2,,MOF087gc,0.1,unidentifiable mush,TRUE,East,Outer,1
BOEM,45820,Ava,Moonfish,MOF088,MOF088gc,EO1,45224,mysis,0.2,biomatter,<20,3,,MOF088gc,0.2,biomatter,TRUE,East,Outer,1
BOEM,45820,Sophia,Moonfish,MOF089,MOF089gc,EO1,45955,mush,<0.1,unidentifiable mush,-,2,,MOF089gc,0.05,unidentifiable mush,TRUE,East,Outer,1
BOEM,45820,Cheyenne,Moonfish,MOF090,MOF090gc,EO1,45224,mysis,<0.1,biomatter,<20,2,crustacean based ???,MOF090gc,0.05,biomatter,TRUE,East,Outer,1
BOEM,45820,Sam,Pinfish,PIN173,PIN173gc,EI1,45224,shrimp,-,crustacean,6,2,no weight???? needs to be weighed and seperated ,PIN173gc,NA,crustacean,FALSE,East,Inner,1
BOEM,45820,Sam,Pinfish,PIN 173,PIN173gc1,EI1,45224,vegetation,-,biomatter,5,1,"also the seperation on these pics is wrong, retake after redo ",PIN173gc,NA,biomatter,FALSE,East,Inner,1
BOEM,45820,Ava,Moonfish,MOF075,MOF076gc,EI1,45224,mush,0.2,unidentifiable mush,-,1,,MOF076gc,0.2,unidentifiable mush,TRUE,East,Inner,1
BOEM,45820,Cheyenne,Moonfish,MOF076,MOF076gc,EI1,45224,mush,0.1,unidentifiable mush,-,1,,MOF076gc,0.1,unidentifiable mush,TRUE,East,Inner,1
BOEM,45820,Sophia,Moonfish,MOF077,MOF077gc,EI1,45224,biomatter,0.1,biomatter,-,2,,MOF077gc,0.1,biomatter,TRUE,East,Inner,1
BOEM,45820,Cheyenne,Moonfish,MOF078,MOF078gc,EI1,45224,mush,<0.1,unidentifiable mush,-,1,,MOF078gc,0.05,unidentifiable mush,TRUE,East,Inner,1
BOEM,45820,Cheyenne,Moonfish,MOF079,MOF079gc,EI1,45224,mush,0.2,unidentifiable mush,-,1,,MOF079gc,0.2,unidentifiable mush,TRUE,East,Inner,1
BOEM,45820,Cheyenne,Moonfish,MOF080,MOF080gc,EI1,45224,mush,<0.1,unidentifiable mush,-,1,,MOF080gc,0.05,unidentifiable mush,TRUE,East,Inner,1
BOEM,45820,Sam,Moonfish,MOF081,MOF081,EO1,45224,mysis,0.1,biomatter,20,4,"crustacean based, two or three potential mysid ",MOF,0.1,biomatter,TRUE,East,Outer,1
BOEM,45820,Cheyenne,Moonfish,MOF082,MOF082,EO1,45224,mush,<0.1,unidentifiable mush,-,1,,MOF,0.05,unidentifiable mush,TRUE,East,Outer,1
BOEM,45820,Sophia,Moonfish,MOF083,MOF083gc,EO1,45224,mysis,0.2,biomatter,>20,3,could probably be identified as mysid? decide if its crustacean or biomatter,MOF083gc,0.2,biomatter,TRUE,East,Outer,1
BOEM,45820,Cheyenne,Moonfish,MOF084,MOF084gc1,EO1,45224,shrimp,<0.1,crustacean,10,4,,MOF084gc,0.05,crustacean,TRUE,East,Outer,1
BOEM,45820,Cheyenne,Moonfish,MOF084,MOF084gc2,EO1,45224,mush,<0.1,unidentifiable mush,-,1,,MOF084gc,0.05,unidentifiable mush,TRUE,East,Outer,1
BOEM,45820,Sam,Moonfish,MOF085,MOF085gc,EO1,45224,mysis,<0.1,biomatter,>20,4,could probably be identified as mysid or copepod ? decide if its crustacean or biomatter,MOF085gc,0.05,biomatter,TRUE,East,Outer,1
BOEM,45820,Cheyenne,Moonfish,MOF086,MOF086gc,EO1,45224,mush,<0.1,unidentifiable mush,-,1,,MOF086gc,0.05,unidentifiable mush,TRUE,East,Outer,1
BOEM,45824,Dannette,Atlantic Croaker,CRO189,CRO189gc2,WI2,45792,mush,0.2,unidentifiable mush,-,1,,CRO189gc,0.2,unidentifiable mush,TRUE,West,Inner,2
BOEM,45824,Dannette,Atlantic Croaker,CRO191,CRO191gc,WI2,45792,mush,0.1,unidentifiable mush,-,1,,CRO191gc,0.1,unidentifiable mush,TRUE,West,Inner,2
BOEM,45824,Dannette,Atlantic Croaker,CRO195,CRO195gc1,WI2,45792,worm,0.5,polychaete,2,4,,CRO195gc,0.5,polychaete,TRUE,West,Inner,2
BOEM,45824,Dannette,Atlantic Croaker,CRO198,CRO198gc,WI2,45792,mush,0.3,unidentifiable mush,-,1,,CRO198gc,0.3,unidentifiable mush,TRUE,West,Inner,2
BOEM,45824,Dalton,Atlantic Croaker,CRO197,CRO197gc,WI2,45792,mush,<0.1,unidentifiable mush,-,1,,CRO197gc,0.05,unidentifiable mush,TRUE,West,Inner,2
BOEM,45824,Dannette,Atlantic Croaker,CRO199,CRO199gc,WI1,45792,mush,<0.1,unidentifiable mush,-,1,,CRO199gc,0.05,unidentifiable mush,TRUE,West,Inner,1
BOEM,45824,Dannette,Atlantic Croaker,CRO201,CRO201gc,WI1,45792,mush,0.1,unidentifiable mush,-,1,,CRO201gc,0.1,unidentifiable mush,TRUE,West,Inner,1
BOEM,45824,Dalton,Atlantic Croaker,CRO203,CRO203gc,WI1,45792,mush,<0.1,unidentifiable mush,-,1,,CRO203gc,0.05,unidentifiable mush,TRUE,West,Inner,1
BOEM,45825,Dannette,Atlantic Croaker,CRO208,Cro208gc,WI1,45792,mush,<0.1,unidentifiable mush,-,1,,Cro208gc,0.05,unidentifiable mush,TRUE,West,Inner,1
BOEM,45825,Cheyenne,Atlantic Bumper,ATB052,ATB052gc,EI1,45071,mush,<0.1,unidentifiable mush,-,1,,ATB052gc,0.05,unidentifiable mush,TRUE,East,Inner,1
BOEM,45825,Sophia,Atlantic Bumper,ATB053,ATB053gc,EI1,45071,mush,<0.1,unidentifiable mush,-,1,,ATB053gc,0.05,unidentifiable mush,TRUE,East,Inner,1
BOEM,45825,Cheyenne,Atlantic Bumper,ATB054,ATB054gc,EI1,45071,mush,<0.1,unidentifiable mush,-,1,,ATB054gc,0.05,unidentifiable mush,TRUE,East,Inner,1
BOEM,45825,Sophia,Atlantic Bumper,ATB055,ATB055gc,EI1,45071,mush,<0.1,unidentifiable mush,-,1,,ATB055gc,0.05,unidentifiable mush,TRUE,East,Inner,1
